heading_ID,name_he,label
heading1238,27.6,heading
heading1239,236.8,heading
heading1240,272.0,heading
heading1241,86.9,heading
heading1242,288.0,heading
heading1243,310.8,heading
heading1244,80.5,heading
heading1245,214.0,heading
heading1246,335.1,heading
heading1247,295.8,heading
heading1248,313.80002,heading
heading1249,272.2,heading
heading1250,206.8,heading
heading1251,183.0,heading
heading1252,11.0,heading
heading1253,299.8,heading
heading1254,63.4,heading
heading1255,163.1,heading
heading1256,115.0,heading
heading1257,183.0,heading
heading1258,249.1,heading
heading1259,261.6,heading
heading1260,251.1,heading
heading1261,152.9,heading
heading1262,36.3,heading
heading1263,43.0,heading
heading1264,219.5,heading
heading1265,5.5,heading
heading1266,140.0,heading
heading1267,186.6,heading
heading1268,15.8,heading
heading1269,0.8,heading
heading1270,299.80002,heading
heading1271,316.4,heading
heading1272,302.4,heading
heading1273,273.0,heading
heading1274,180.8,heading
heading1275,213.5,heading
heading1276,289.0,heading
heading1277,94.1,heading
heading1278,328.1,heading
heading1279,271.9,heading
heading1280,69.5,heading
heading1281,225.3,heading
heading1282,75.0,heading
heading1283,123.0,heading
heading1284,25.5,heading
heading1285,79.0,heading
heading1286,217.0,heading
heading1287,311.6,heading
heading1288,339.4,heading
heading1289,335.6,heading
heading1290,123.5,heading
heading1291,264.4,heading
heading1292,27.9,heading
heading1293,14.1,heading
heading1294,304.4,heading
heading1295,322.3,heading
heading1296,62.7,heading
heading1297,30.0,heading
heading1298,325.7,heading
heading1299,272.4,heading
heading1300,68.6,heading
heading1301,241.5,heading
heading1302,158.3,heading
heading1303,133.8,heading
heading1304,215.0,heading
heading1305,308.4,heading
heading1306,12.3,heading
heading1307,197.5,heading
heading1308,107.700005,heading
heading1309,250.0,heading
heading1310,183.2,heading
heading1311,44.2,heading
heading1312,235.0,heading
heading1313,218.6,heading
heading1314,74.0,heading
heading1315,265.9,heading
heading1316,92.3,heading
heading1317,169.5,heading
heading1318,233.3,heading
heading1319,328.0,heading
heading1320,129.2,heading
heading1321,59.7,heading
heading1322,288.4,heading
heading1323,192.5,heading
heading1324,235.1,heading
heading1325,151.3,heading
heading1326,304.0,heading
heading1327,8.2,heading
heading1328,93.4,heading
heading1329,207.5,heading
heading1330,49.8,heading
heading1331,94.0,heading
heading1332,195.7,heading
heading1333,179.0,heading
heading1334,34.8,heading
heading1335,279.2,heading
heading1336,131.0,heading
heading1337,272.8,heading
heading1338,216.6,heading
heading1339,215.0,heading
heading1340,132.0,heading
heading1341,203.4,heading
heading1342,182.0,heading
heading1343,41.3,heading
heading1344,358.0,heading
heading1345,304.0,heading
heading1346,279.7,heading
heading1347,143.1,heading
heading1348,350.2,heading
heading1349,8.0,heading
heading1350,353.9,heading
heading1351,237.8,heading
heading1352,161.9,heading
heading1353,339.9,heading
heading1354,279.30002,heading
heading1355,36.9,heading
heading1356,353.1,heading
heading1357,0.9,heading
heading1358,11.1,heading
heading1359,168.8,heading
heading1360,241.0,heading
heading1361,193.0,heading
heading1362,347.4,heading
heading1363,170.3,heading
heading1364,161.7,heading
heading1365,303.1,heading
heading1366,327.3,heading
heading1367,201.0,heading
heading1368,291.0,heading
heading1369,300.0,heading
heading1370,235.6,heading
heading1371,125.0,heading
heading1372,260.80002,heading
heading1373,228.0,heading
heading1374,324.5,heading
heading1375,159.0,heading
heading1376,149.2,heading
heading1377,145.2,heading
heading1378,323.0,heading
heading1379,293.4,heading
heading1380,32.9,heading
heading1381,95.9,heading
heading1382,304.1,heading
heading1383,205.0,heading
heading1384,260.0,heading
heading1385,19.0,heading
heading1386,302.7,heading
heading1387,89.700005,heading
heading1388,330.2,heading
heading1389,194.5,heading
heading1390,11.0,heading
heading1391,151.0,heading
heading1392,325.0,heading
heading1393,1.1,heading
heading1394,27.300001,heading
heading1395,28.6,heading
heading1396,285.2,heading
heading1397,72.2,heading
heading1398,151.3,heading
heading1399,161.7,heading
heading1400,167.1,heading
heading1401,247.40001,heading
heading1402,,heading
heading1403,315.0,heading
heading1404,35.8,heading
heading1405,0.0,heading
heading1406,254.0,heading
heading1407,235.2,heading
heading1408,194.0,heading
heading1409,239.7,heading
heading1410,39.2,heading
heading1411,339.30002,heading
heading1412,174.40001,heading
heading1413,157.2,heading
heading1414,168.0,heading
heading1415,5.0,heading
heading1416,271.8,heading
heading1417,327.0,heading
heading1418,35.3,heading
heading1419,359.0,heading
heading1420,186.0,heading
heading1421,59.5,heading
heading1422,285.5,heading
heading1423,3.1000001,heading
heading1424,49.2,heading
heading1425,76.4,heading
heading1426,326.0,heading
heading1427,179.3,heading
heading1428,221.3,heading
heading1429,331.0,heading
heading1430,335.8,heading
heading1431,186.3,heading
heading1432,250.5,heading
heading1433,302.8,heading
heading1434,228.8,heading
heading1435,55.0,heading
heading1436,326.0,heading
heading1437,83.1,heading
heading1438,16.800001,heading
heading1439,45.9,heading
heading1440,265.8,heading
heading1441,337.2,heading
heading1442,32.0,heading
heading1443,221.8,heading
heading1444,24.0,heading
heading1445,60.0,heading
heading1446,306.0,heading
heading1447,348.4,heading
heading1448,158.0,heading
heading1449,263.1,heading
heading1450,266.0,heading
heading1451,298.7,heading
heading1452,157.0,heading
heading1453,312.80002,heading
heading1454,264.80002,heading
heading1455,11.8,heading
heading1456,124.200005,heading
heading1457,53.600002,heading
heading1458,4.0,heading
heading1459,283.0,heading
heading1460,305.4,heading
heading1461,196.3,heading
heading1462,90.6,heading
heading1463,347.5,heading
heading1464,83.4,heading
heading1465,27.5,heading
heading1466,345.8,heading
heading1467,205.5,heading
heading1468,57.9,heading
heading1469,299.2,heading
heading1470,256.0,heading
heading1471,184.1,heading
heading1472,28.6,heading
heading1473,50.2,heading
heading1474,357.6,heading
heading1475,242.7,heading
heading1476,120.4,heading
heading1477,106.5,heading
heading1478,35.600002,heading
heading1479,57.5,heading
heading1480,0.4,heading
heading1481,196.0,heading
heading1482,160.1,heading
heading1483,39.3,heading
heading1484,268.5,heading
heading1485,14.6,heading
heading1486,172.0,heading
heading1487,268.1,heading
heading1488,138.0,heading
heading1489,170.6,heading
heading1490,159.0,heading
heading1491,51.7,heading
heading1492,294.0,heading
heading1493,94.3,heading
heading1494,276.2,heading
heading1495,67.6,heading
heading1496,177.1,heading
heading1497,219.90001,heading
heading1498,105.6,heading
heading1499,39.9,heading
heading1500,290.3,heading
heading1501,290.0,heading
heading1502,46.0,heading
heading1503,276.1,heading
heading1504,85.5,heading
heading1505,236.0,heading
heading1506,190.0,heading
heading1507,148.40001,heading
heading1508,220.3,heading
heading1509,265.6,heading
heading1510,272.0,heading
heading1511,52.9,heading
heading1512,72.0,heading
heading1513,216.4,heading
heading1514,311.1,heading
heading1515,112.200005,heading
heading1516,166.9,heading
heading1517,72.3,heading
heading1518,154.7,heading
heading1519,188.2,heading
heading1520,154.0,heading
heading1521,96.2,heading
heading1522,5.7000003,heading
heading1523,35.5,heading
heading1524,236.7,heading
heading1525,314.7,heading
heading1526,231.0,heading
heading1527,270.0,heading
heading1528,317.0,heading
heading1529,103.7,heading
heading1530,346.5,heading
heading1531,34.0,heading
heading1532,270.4,heading
heading1533,45.9,heading
heading1534,35.3,heading
heading1535,299.4,heading
heading1536,265.9,heading
heading1537,267.1,heading
heading1538,271.9,heading
heading1539,8.4,heading
heading1540,282.2,heading
heading1541,243.1,heading
heading1542,7.0,heading
heading1543,269.3,heading
heading1544,246.0,heading
heading1545,267.9,heading
heading1546,114.0,heading
heading1547,247.0,heading
heading1548,183.3,heading
heading1549,245.0,heading
heading1550,290.6,heading
heading1551,101.6,heading
heading1552,345.9,heading
heading1553,28.9,heading
heading1554,19.4,heading
heading1555,39.0,heading
heading1556,218.6,heading
heading1557,2.7,heading
heading1558,301.4,heading
heading1559,15.9,heading
heading1560,2.7,heading
heading1561,269.8,heading
heading1562,45.600002,heading
heading1563,128.2,heading
heading1564,264.2,heading
heading1565,42.9,heading
heading1566,55.8,heading
heading1567,247.8,heading
heading1568,224.2,heading
heading1569,231.3,heading
heading1570,333.2,heading
heading1571,95.8,heading
heading1572,350.0,heading
heading1573,40.7,heading
heading1574,302.9,heading
heading1575,81.4,heading
heading1576,153.8,heading
heading1577,67.0,heading
heading1578,188.0,heading
heading1579,355.2,heading
heading1580,196.0,heading
heading1581,345.7,heading
heading1582,95.0,heading
heading1583,269.6,heading
heading1584,214.0,heading
heading1585,347.4,heading
heading1586,26.8,heading
heading1587,19.800001,heading
heading1588,290.1,heading
heading1589,213.0,heading
heading1590,70.8,heading
heading1591,337.2,heading
heading1592,326.0,heading
heading1593,282.30002,heading
heading1594,285.8,heading
heading1595,334.0,heading
heading1596,304.9,heading
heading1597,54.4,heading
heading1598,54.0,heading
heading1599,307.0,heading
heading1600,89.9,heading
heading1601,56.9,heading
heading1602,119.0,heading
heading1603,353.0,heading
heading1604,72.9,heading
heading1605,270.4,heading
heading1606,231.0,heading
heading1607,47.4,heading
heading1608,270.0,heading
heading1609,226.4,heading
heading1610,237.5,heading
heading1611,92.0,heading
heading1612,233.6,heading
heading1613,328.0,heading
heading1614,140.6,heading
heading1615,62.9,heading
heading1616,288.8,heading
heading1617,191.90001,heading
heading1618,151.1,heading
heading1619,304.0,heading
heading1620,5.7000003,heading
heading1621,34.0,heading
heading1622,43.100002,heading
heading1623,13.0,heading
heading1624,167.40001,heading
heading1625,27.7,heading
heading1626,274.80002,heading
heading1627,119.0,heading
heading1628,214.7,heading
heading1629,131.0,heading
heading1630,177.6,heading
heading1631,45.3,heading
heading1632,355.0,heading
heading1633,190.3,heading
heading1634,343.2,heading
heading1635,354.9,heading
heading1636,7.8,heading
heading1637,3.3,heading
heading1638,346.1,heading
heading1639,338.4,heading
heading1640,354.2,heading
heading1641,356.5,heading
heading1642,8.5,heading
heading1643,169.1,heading
heading1644,281.0,heading
heading1645,229.2,heading
heading1646,303.2,heading
heading1647,8.6,heading
heading1648,300.6,heading
heading1649,331.2,heading
heading1650,321.0,heading
heading1651,295.0,heading
heading1652,80.0,heading
heading1653,276.80002,heading
heading1654,0.1,heading
heading1655,152.0,heading
heading1656,337.0,heading
heading1657,104.1,heading
heading1658,246.0,heading
heading1659,157.5,heading
heading1660,297.5,heading
heading1661,166.0,heading
heading1662,2.3,heading
heading1663,279.9,heading
heading1664,225.1,heading
heading1665,206.0,heading
heading1666,156.0,heading
heading1667,213.3,heading
heading1668,306.0,heading
heading1669,77.0,heading
heading1670,278.7,heading
heading1671,335.0,heading
heading1672,336.0,heading
heading1673,274.4,heading
heading1674,356.4,heading
heading1675,1.3000001,heading
heading1676,26.300001,heading
heading1677,25.3,heading
heading1678,273.0,heading
heading1679,212.5,heading
heading1680,250.4,heading
heading1681,241.5,heading
heading1682,360.0,heading
heading1683,151.3,heading
heading1684,147.6,heading
heading1685,220.0,heading
heading1686,,heading
heading1687,275.0,heading
heading1688,27.8,heading
heading1689,284.1,heading
heading1690,355.0,heading
heading1691,148.3,heading
heading1692,0.0,heading
heading1693,135.5,heading
heading1694,56.4,heading
heading1695,196.7,heading
heading1696,309.7,heading
heading1697,143.7,heading
heading1698,15.1,heading
heading1699,294.0,heading
heading1700,5.0,heading
heading1701,297.0,heading
heading1702,326.6,heading
heading1703,170.6,heading
heading1704,247.5,heading
heading1705,269.0,heading
heading1706,49.2,heading
heading1707,357.4,heading
heading1708,341.3,heading
heading1709,221.3,heading
heading1710,129.0,heading
heading1711,337.1,heading
heading1712,189.3,heading
heading1713,252.5,heading
heading1714,303.7,heading
heading1715,356.2,heading
heading1716,169.0,heading
heading1717,61.0,heading
heading1718,186.0,heading
heading1719,45.3,heading
heading1720,122.0,heading
heading1721,124.3,heading
heading1722,15.0,heading
heading1723,324.80002,heading
heading1724,130.0,heading
heading1725,296.80002,heading
heading1726,28.0,heading
heading1727,2.0,heading
heading1728,182.5,heading
heading1729,43.2,heading
heading1730,258.1,heading
heading1731,334.0,heading
heading1732,250.5,heading
heading1733,200.0,heading
heading1734,187.0,heading
heading1735,325.0,heading
heading1736,335.7,heading
heading1737,212.9,heading
heading1738,313.5,heading
heading1739,11.8,heading
heading1740,59.4,heading
heading1741,160.7,heading
heading1742,138.0,heading
heading1743,89.6,heading
heading1744,134.2,heading
heading1745,299.6,heading
heading1746,137.1,heading
heading1747,204.0,heading
heading1748,347.1,heading
heading1749,77.3,heading
heading1750,127.0,heading
heading1751,255.0,heading
heading1752,245.7,heading
heading1753,144.0,heading
heading1754,29.300001,heading
heading1755,351.8,heading
heading1756,188.7,heading
heading1757,57.9,heading
heading1758,229.8,heading
heading1759,299.2,heading
heading1760,283.0,heading
heading1761,292.5,heading
heading1762,35.1,heading
heading1763,242.7,heading
heading1764,247.5,heading
heading1765,120.7,heading
heading1766,2.2,heading
heading1767,317.0,heading
heading1768,85.4,heading
heading1769,112.6,heading
heading1770,162.9,heading
heading1771,300.5,heading
heading1772,182.0,heading
heading1773,306.0,heading
heading1774,228.7,heading
heading1775,164.0,heading
heading1776,269.4,heading
heading1777,182.5,heading
heading1778,41.3,heading
heading1779,357.0,heading
heading1780,113.5,heading
heading1781,110.8,heading
heading1782,67.6,heading
heading1783,204.1,heading
heading1784,110.5,heading
heading1785,38.6,heading
heading1786,277.4,heading
heading1787,27.8,heading
heading1788,115.0,heading
heading1789,264.1,heading
heading1790,108.4,heading
heading1791,193.4,heading
heading1792,176.0,heading
heading1793,216.0,heading
heading1794,78.0,heading
heading1795,309.9,heading
heading1796,273.3,heading
heading1797,0.0,heading
heading1798,0.0,heading
heading1799,356.7,heading
heading1800,139.9,heading
heading1801,47.5,heading
heading1802,50.100002,heading
heading1803,195.4,heading
heading1804,198.3,heading
heading1805,205.4,heading
heading1806,72.9,heading
heading1807,154.0,heading
heading1808,186.8,heading
heading1809,256.0,heading
heading1810,167.3,heading
heading1811,281.6,heading
heading1812,32.0,heading
heading1813,248.6,heading
heading1814,196.1,heading
heading1815,158.0,heading
heading1816,276.0,heading
heading1817,312.6,heading
heading1818,65.8,heading
heading1819,252.2,heading
heading1820,67.3,heading
heading1821,57.2,heading
heading1822,56.9,heading
heading1823,202.8,heading
heading1824,18.300001,heading
heading1825,34.9,heading
heading1826,358.8,heading
heading1827,0.3,heading
heading1828,240.8,heading
heading1829,146.0,heading
heading1830,9.0,heading
heading1831,271.6,heading
heading1832,345.4,heading
heading1833,202.0,heading
heading1834,247.4,heading
heading1835,281.1,heading
heading1836,26.6,heading
heading1837,118.0,heading
heading1838,4.7,heading
heading1839,84.2,heading
heading1840,206.40001,heading
heading1841,33.600002,heading
heading1842,123.4,heading
heading1843,122.4,heading
heading1844,72.6,heading
heading1845,89.200005,heading
heading1846,249.0,heading
heading1847,225.0,heading
heading1848,37.9,heading
heading1849,324.1,heading
heading1850,193.0,heading
heading1851,342.0,heading
heading1852,339.7,heading
heading1853,173.0,heading
heading1854,262.7,heading
heading1855,337.3,heading
heading1856,291.2,heading
heading1857,333.7,heading
heading1858,94.0,heading
heading1859,311.6,heading
heading1860,345.9,heading
heading1861,164.40001,heading
heading1862,263.30002,heading
heading1863,290.9,heading
heading1864,26.8,heading
heading1865,110.9,heading
heading1866,52.9,heading
heading1867,24.9,heading
heading1868,327.0,heading
heading1869,98.0,heading
heading1870,192.2,heading
heading1871,187.1,heading
heading1872,204.2,heading
heading1873,303.6,heading
heading1874,75.4,heading
heading1875,133.0,heading
heading1876,55.0,heading
heading1877,306.5,heading
heading1878,87.2,heading
heading1879,227.0,heading
heading1880,88.9,heading
heading1881,107.0,heading
heading1882,70.6,heading
heading1883,19.800001,heading
heading1884,227.0,heading
heading1885,318.2,heading
heading1886,46.2,heading
heading1887,187.0,heading
heading1888,265.9,heading
heading1889,208.6,heading
heading1890,14.5,heading
heading1891,206.2,heading
heading1892,329.0,heading
heading1893,179.4,heading
heading1894,283.3,heading
heading1895,64.8,heading
heading1896,286.4,heading
heading1897,285.7,heading
heading1898,149.40001,heading
heading1899,305.0,heading
heading1900,93.4,heading
heading1901,222.0,heading
heading1902,132.5,heading
heading1903,43.0,heading
heading1904,170.0,heading
heading1905,17.6,heading
heading1906,173.40001,heading
heading1907,129.0,heading
heading1908,193.6,heading
heading1909,228.0,heading
heading1910,224.0,heading
heading1911,130.0,heading
heading1912,239.4,heading
heading1913,200.7,heading
heading1914,176.6,heading
heading1915,123.0,heading
heading1916,258.1,heading
heading1917,246.5,heading
heading1918,151.7,heading
heading1919,351.6,heading
heading1920,6.1,heading
heading1921,312.6,heading
heading1922,341.7,heading
heading1923,288.9,heading
heading1924,357.5,heading
heading1925,25.0,heading
heading1926,11.7,heading
heading1927,169.2,heading
heading1928,229.1,heading
heading1929,93.2,heading
heading1930,276.0,heading
heading1931,333.1,heading
heading1932,293.0,heading
heading1933,294.2,heading
heading1934,338.2,heading
heading1935,300.0,heading
heading1936,327.0,heading
heading1937,351.1,heading
heading1938,152.0,heading
heading1939,349.3,heading
heading1940,8.0,heading
heading1941,158.4,heading
heading1942,234.7,heading
heading1943,223.0,heading
heading1944,340.80002,heading
heading1945,360.0,heading
heading1946,144.3,heading
heading1947,215.0,heading
heading1948,45.2,heading
heading1949,304.4,heading
heading1950,55.2,heading
heading1951,306.9,heading
heading1952,76.700005,heading
heading1953,51.0,heading
heading1954,290.9,heading
heading1955,194.0,heading
heading1956,206.9,heading
heading1957,300.9,heading
heading1958,15.1,heading
heading1959,105.3,heading
heading1960,319.9,heading
heading1961,334.9,heading
heading1962,271.5,heading
heading1963,32.8,heading
heading1964,92.3,heading
heading1965,228.0,heading
heading1966,225.0,heading
heading1967,3.9,heading
heading1968,0.0,heading
heading1969,222.0,heading
heading1970,241.5,heading
heading1971,319.1,heading
heading1972,183.9,heading
heading1973,52.2,heading
heading1974,222.40001,heading
heading1975,307.80002,heading
heading1976,106.4,heading
heading1977,174.0,heading
heading1978,212.0,heading
heading1979,10.0,heading
heading1980,52.7,heading
heading1981,232.0,heading
heading1982,130.8,heading
heading1983,261.4,heading
heading1984,285.5,heading
heading1985,309.0,heading
heading1986,51.2,heading
heading1987,87.6,heading
heading1988,239.6,heading
heading1989,347.4,heading
heading1990,221.3,heading
heading1991,130.7,heading
heading1992,334.2,heading
heading1993,203.8,heading
heading1994,262.1,heading
heading1995,350.9,heading
heading1996,239.1,heading
heading1997,56.0,heading
heading1998,286.30002,heading
heading1999,186.0,heading
heading2000,23.8,heading
heading2001,162.0,heading
heading2002,73.0,heading
heading2003,87.0,heading
heading2004,337.2,heading
heading2005,40.0,heading
heading2006,149.4,heading
heading2007,129.2,heading
heading2008,182.5,heading
heading2009,16.1,heading
heading2010,254.1,heading
heading2011,127.9,heading
heading2012,281.0,heading
heading2013,101.8,heading
heading2014,136.0,heading
heading2015,234.0,heading
heading2016,282.0,heading
heading2017,335.7,heading
heading2018,268.0,heading
heading2019,75.0,heading
heading2020,39.9,heading
heading2021,264.0,heading
heading2022,301.3,heading
heading2023,130.3,heading
heading2024,113.1,heading
heading2025,284.6,heading
heading2026,4.0,heading
heading2027,325.0,heading
heading2028,289.4,heading
heading2029,298.0,heading
heading2030,276.5,heading
heading2031,244.6,heading
heading2032,348.0,heading
heading2033,78.6,heading
heading2034,135.0,heading
heading2035,112.5,heading
heading2036,350.7,heading
heading2037,278.2,heading
heading2038,206.1,heading
heading2039,324.7,heading
heading2040,304.0,heading
heading2041,187.0,heading
heading2042,170.3,heading
heading2043,332.0,heading
heading2044,27.3,heading
heading2045,358.80002,heading
heading2046,132.3,heading
heading2047,358.1,heading
heading2048,91.9,heading
heading2049,319.1,heading
heading2050,270.9,heading
heading2051,8.2,heading
heading2052,239.8,heading
heading2053,173.0,heading
heading2054,279.3,heading
heading2055,100.7,heading
heading2056,206.0,heading
heading2057,138.0,heading
heading2058,171.5,heading
heading2059,346.7,heading
heading2060,9.5,heading
heading2061,19.0,heading
heading2062,320.5,heading
heading2063,234.1,heading
heading2064,76.4,heading
heading2065,240.7,heading
heading2066,191.40001,heading
heading2067,104.5,heading
heading2068,196.4,heading
heading2069,242.4,heading
heading2070,72.5,heading
heading2071,124.0,heading
heading2072,148.3,heading
heading2073,108.2,heading
heading2074,101.0,heading
heading2075,212.0,heading
heading2076,41.0,heading
heading2077,176.9,heading
heading2078,357.2,heading
heading2079,0.0,heading
heading2080,93.4,heading
heading2081,84.1,heading
heading2082,95.6,heading
heading2083,244.7,heading
heading2084,65.4,heading
heading2085,154.7,heading
heading2086,183.0,heading
heading2087,307.0,heading
heading2088,87.9,heading
heading2089,8.0,heading
heading2090,169.3,heading
heading2091,145.9,heading
heading2092,24.800001,heading
heading2093,246.0,heading
heading2094,304.1,heading
heading2095,281.0,heading
heading2096,310.3,heading
heading2097,77.0,heading
heading2098,98.0,heading
heading2099,346.0,heading
heading2100,95.0,heading
heading2101,140.9,heading
heading2102,78.5,heading
heading2103,22.6,heading
heading2104,333.7,heading
heading2105,224.9,heading
heading2106,1.9,heading
heading2107,93.6,heading
heading2108,270.1,heading
heading2109,102.0,heading
heading2110,12.0,heading
heading2111,74.9,heading
heading2112,231.3,heading
heading2113,221.3,heading
heading2114,290.7,heading
heading2115,134.3,heading
heading2116,247.8,heading
heading2117,66.6,heading
heading2118,102.4,heading
heading2119,33.0,heading
heading2120,85.0,heading
heading2121,134.0,heading
heading2122,3.2,heading
heading2123,143.8,heading
heading2124,357.2,heading
heading2125,329.0,heading
heading2126,301.7,heading
heading2127,90.9,heading
heading2128,166.5,heading
heading2129,250.9,heading
heading2130,184.7,heading
heading2131,270.0,heading
heading2132,183.4,heading
heading2133,226.6,heading
heading2134,346.0,heading
heading2135,174.5,heading
heading2136,276.1,heading
heading2137,176.0,heading
heading2138,227.9,heading
heading2139,3.0,heading
heading2140,42.9,heading
heading2141,85.0,heading
heading2142,171.0,heading
heading2143,344.7,heading
heading2144,183.4,heading
heading2145,239.0,heading
heading2146,194.7,heading
heading2147,340.8,heading
heading2148,28.4,heading
heading2149,12.900001,heading
heading2150,316.3,heading
heading2151,311.6,heading
heading2152,45.2,heading
heading2153,328.7,heading
heading2154,98.700005,heading
heading2155,197.7,heading
heading2156,203.3,heading
heading2157,334.0,heading
heading2158,302.2,heading
heading2159,75.5,heading
heading2160,114.3,heading
heading2161,242.0,heading
heading2162,308.1,heading
heading2163,89.9,heading
heading2164,123.5,heading
heading2165,143.90001,heading
heading2166,145.0,heading
heading2167,67.9,heading
heading2168,127.1,heading
heading2169,231.0,heading
heading2170,181.3,heading
heading2171,25.8,heading
heading2172,265.9,heading
heading2173,13.0,heading
heading2174,236.9,heading
heading2175,323.0,heading
heading2176,192.1,heading
heading2177,66.2,heading
heading2178,287.1,heading
heading2179,192.0,heading
heading2180,148.1,heading
heading2181,304.0,heading
heading2182,19.9,heading
heading2183,354.3,heading
heading2184,270.0,heading
heading2185,176.8,heading
heading2186,236.7,heading
heading2187,199.0,heading
heading2188,41.5,heading
heading2189,340.80002,heading
heading2190,174.1,heading
heading2191,25.6,heading
heading2192,102.3,heading
heading2193,156.0,heading
heading2194,217.3,heading
heading2195,195.5,heading
heading2196,146.0,heading
heading2197,128.0,heading
heading2198,157.1,heading
heading2199,170.8,heading
heading2200,267.7,heading
heading2201,83.4,heading
heading2202,88.7,heading
heading2203,242.2,heading
heading2204,353.1,heading
heading2205,4.6,heading
heading2206,2.5,heading
heading2207,225.6,heading
heading2208,352.0,heading
heading2209,222.1,heading
heading2210,27.0,heading
heading2211,355.5,heading
heading2212,31.1,heading
heading2213,10.0,heading
heading2214,144.7,heading
heading2215,179.0,heading
heading2216,223.0,heading
heading2217,91.5,heading
heading2218,161.0,heading
heading2219,350.4,heading
heading2220,116.8,heading
heading2221,156.90001,heading
heading2222,273.4,heading
heading2223,343.8,heading
heading2224,235.0,heading
heading2225,161.0,heading
heading2226,299.0,heading
heading2227,16.2,heading
heading2228,70.4,heading
heading2229,180.0,heading
heading2230,143.0,heading
heading2231,196.0,heading
heading2232,347.8,heading
heading2233,310.0,heading
heading2234,150.6,heading
heading2235,12.5,heading
heading2236,56.0,heading
heading2237,339.5,heading
heading2238,320.1,heading
heading2239,360.0,heading
heading2240,279.9,heading
heading2241,280.0,heading
heading2242,207.0,heading
heading2243,32.0,heading
heading2244,137.9,heading
heading2245,296.6,heading
heading2246,18.3,heading
heading2247,282.9,heading
heading2248,212.4,heading
heading2249,151.7,heading
heading2250,178.0,heading
heading2251,53.2,heading
heading2252,42.5,heading
heading2253,244.0,heading
heading2254,39.6,heading
heading2255,153.1,heading
heading2256,12.0,heading
heading2257,188.7,heading
heading2258,15.3,heading
heading2259,5.6,heading
heading2260,103.9,heading
heading2261,299.0,heading
heading2262,359.1,heading
heading2263,222.4,heading
heading2264,360.0,heading
heading2265,28.5,heading
heading2266,16.6,heading
heading2267,223.1,heading
heading2268,,heading
heading2269,353.8,heading
heading2270,47.7,heading
heading2271,157.0,heading
heading2272,246.8,heading
heading2273,156.0,heading
heading2274,0.0,heading
heading2275,172.0,heading
heading2276,359.3,heading
heading2277,33.100002,heading
heading2278,47.0,heading
heading2279,0.0,heading
heading2280,287.6,heading
heading2281,154.0,heading
heading2282,5.0,heading
heading2283,257.3,heading
heading2284,35.0,heading
heading2285,349.1,heading
heading2286,86.8,heading
heading2287,182.0,heading
heading2288,95.2,heading
heading2289,304.0,heading
heading2290,285.5,heading
heading2291,48.9,heading
heading2292,346.6,heading
heading2293,258.0,heading
heading2294,232.6,heading
heading2295,137.3,heading
heading2296,301.3,heading
heading2297,336.0,heading
heading2298,203.40001,heading
heading2299,266.4,heading
heading2300,53.0,heading
heading2301,0.0,heading
heading2302,186.0,heading
heading2303,22.7,heading
heading2304,173.0,heading
heading2305,90.0,heading
heading2306,165.0,heading
heading2307,190.4,heading
heading2308,337.2,heading
heading2309,171.6,heading
heading2310,297.9,heading
heading2311,217.4,heading
heading2312,191.5,heading
heading2313,254.1,heading
heading2314,127.0,heading
heading2315,65.0,heading
heading2316,8.0,heading
heading2317,232.0,heading
heading2318,302.0,heading
heading2319,240.4,heading
heading2320,14.8,heading
heading2321,335.7,heading
heading2322,165.0,heading
heading2323,42.100002,heading
heading2324,281.1,heading
heading2325,242.0,heading
heading2326,319.4,heading
heading2327,106.0,heading
heading2328,251.7,heading
heading2329,236.6,heading
heading2330,328.30002,heading
heading2331,264.0,heading
heading2332,306.8,heading
heading2333,347.9,heading
heading2334,135.0,heading
heading2335,300.6,heading
heading2336,143.0,heading
heading2337,141.7,heading
heading2338,58.2,heading
heading2339,237.0,heading
heading2340,182.3,heading
heading2341,44.8,heading
heading2342,23.5,heading
heading2343,8.4,heading
heading2344,352.4,heading
heading2345,242.7,heading
heading2346,248.8,heading
heading2347,91.8,heading
heading2348,291.2,heading
heading2349,0.7,heading
heading2350,226.0,heading
heading2351,349.2,heading
heading2352,191.7,heading
heading2353,64.6,heading
heading2354,358.6,heading
heading2355,42.4,heading
heading2356,236.1,heading
heading2357,329.3,heading
heading2358,357.0,heading
heading2359,297.3,heading
heading2360,250.0,heading
heading2361,138.0,heading
heading2362,180.5,heading
heading2363,55.8,heading
heading2364,151.8,heading
heading2365,157.0,heading
heading2366,237.0,heading
heading2367,67.4,heading
heading2368,65.0,heading
heading2369,104.3,heading
heading2370,86.3,heading
heading2371,107.3,heading
heading2372,29.5,heading
heading2373,145.7,heading
heading2374,207.0,heading
heading2375,40.3,heading
heading2376,84.0,heading
heading2377,27.5,heading
heading2378,81.7,heading
heading2379,107.2,heading
heading2380,256.3,heading
heading2381,82.0,heading
heading2382,216.0,heading
heading2383,3.0,heading
heading2384,324.80002,heading
heading2385,6.0,heading
heading2386,35.1,heading
heading2387,11.0,heading
heading2388,134.5,heading
heading2389,261.2,heading
heading2390,204.2,heading
heading2391,340.2,heading
heading2392,101.9,heading
heading2393,185.2,heading
heading2394,241.0,heading
heading2395,67.5,heading
heading2396,114.4,heading
heading2397,185.3,heading
